cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
132414,șef birou/ serviciu relații internaționale,sef birou serviciu relatii internationale,1,13,132,1324
132415,șef birou/ serviciu transport maritim și fluvial,sef birou serviciu transport maritim si fluvial,1,13,132,1324
132416,șef coloană auto,sef coloana auto,1,13,132,1324
132417,șef depou/ adjunct,sef depou adjunct,1,13,132,1324
132418,"șef district căi ferate, poduri, drumuri",sef district cai ferate poduri drumuri,1,13,132,1324
132419,șef divizie căi ferate,sef divizie cai ferate,1,13,132,1324
132420,șef laborator aeroport,sef laborator aeroport,1,13,132,1324
132421,șef port,sef port,1,13,132,1324
132422,șef regulator circulație căi ferate,sef regulator circulatie cai ferate,1,13,132,1324
132423,"șef revizie locomotive, automotoare",sef revizie locomotive automotoare,1,13,132,1324
132424,șef revizie vagoane,sef revizie vagoane,1,13,132,1324
132425,șef secție/ adjunct (sector) transporturi,sef sectie adjunct sector transporturi,1,13,132,1324
132426,"șef serviciu, centru, stație, aeroport",sef serviciu centru statie aeroport,1,13,132,1324
132427,șef serviciu filială Administrația Filială Dunărea de Jos,sef serviciu filiala administratia filiala dunarea de jos,1,13,132,1324
132428,șef stație căi ferate,sef statie cai ferate,1,13,132,1324
132429,șef stație teleferic,sef statie teleferic,1,13,132,1324
132430,șef agenție pilotaj,sef agentie pilotaj,1,13,132,1324
132431,șef cart,sef cart,1,13,132,1324
132432,diriginte oficiu transporturi,diriginte oficiu transporturi,1,13,132,1324
132433,șef garaj,sef garaj,1,13,132,1324
132434,comandant instructor,comandant instructor,1,13,132,1324
132435,șef mecanic instructor,sef mecanic instructor,1,13,132,1324
132436,șef mecanic maritim/ fluvial,sef mecanic maritim fluvial,1,13,132,1324
132437,șef electrician maritim,sef electrician maritim,1,13,132,1324
132438,șef atelier reparații,sef atelier reparatii,1,13,132,1324
132439,conducător activitate de transport rutier,conducator activitate de transport rutier,1,13,132,1324
132440,șef trafic auto intern,sef trafic auto intern,1,13,132,1324
132441,șef trafic curierat intern,sef trafic curierat intern,1,13,132,1324
132442,șef departament logistică,sef departament logistica,1,13,132,1324
132443,șef birou aprovizionare-desfacere,sef birou aprovizionare desfacere,1,13,132,1324
132444,șef depozit,sef depozit,1,13,132,1324
132445,șef serviciu aprovizionare-desfacere,sef serviciu aprovizionare desfacere,1,13,132,1324
132446,șef siloz,sef siloz,1,13,132,1324
132447,șef stație uscare-condiționare cereale,sef statie uscare conditionare cereale,1,13,132,1324
132448,manager achiziții,manager achizitii,1,13,132,1324
132449,manager farmacii,manager farmacii,1,13,132,1324
132450,manager aprovizionare,manager aprovizionare,1,13,132,1324
132451,manager relația cu furnizorii,manager relatia cu furnizorii,1,13,132,1324
132452,conducător întreprindere mică - patron (girant) în transporturi,conducator intreprindere mica patron girant in transporturi,1,13,132,1324
132453,șef birou import-export,sef birou import export,1,13,132,1324
132454,manager sisteme de transport,manager sisteme de transport,1,13,132,1324
132455,șef stație OTF (operator transport feroviar),sef statie otf operator transport feroviar,1,13,132,1324
132456,"director import export cafea, ceai, cacao și mirodenii",director import export cafea ceai cacao si mirodenii,1,13,132,1324
132457,manager logistică și distribuție,manager logistica si distributie,1,13,132,1324
133001,director centru de calcul,director centru de calcul,1,13,133,1330
133002,șef oficiu de calcul,sef oficiu de calcul,1,13,133,1330
133003,șef atelier informatică,sef atelier informatica,1,13,133,1330
133004,șef laborator informatică,sef laborator informatica,1,13,133,1330
133005,director divizie informatică,director divizie informatica,1,13,133,1330
133006,director departament informatică,director departament informatica,1,13,133,1330
133007,manager tehnologia informațiilor și comunicații,manager tehnologia informatiilor si comunicatii,1,13,133,1330
133009,conducător de întreprindere mică - patron (girant) în informatică,conducator de intreprindere mica patron girant in informatica,1,13,133,1330
133010,șef atelier telecomunicații,sef atelier telecomunicatii,1,13,133,1330
133011,șef birou exploatare poștală,sef birou exploatare postala,1,13,133,1330
133012,șef birou radiotelecomunicații,sef birou radiotelecomunicatii,1,13,133,1330
133013,șef centrală telefonică,sef centrala telefonica,1,13,133,1330
133014,șef centru control calitate emisie radiofonică,sef centru control calitate emisie radiofonica,1,13,133,1330
133015,șef centru control calitate emisie televiziune,sef centru control calitate emisie televiziune,1,13,133,1330
133016,șef centru control local comunicații,sef centru control local comunicatii,1,13,133,1330
133017,șef centru dirijare zbor,sef centru dirijare zbor,1,13,133,1330
133018,șef centru poștal,sef centru postal,1,13,133,1330
133019,"șef centru (secție, sector) radiodifuziune",sef centru sectie sector radiodifuziune,1,13,133,1330
133020,"șef centru (secție, sector) telecomunicații",sef centru sectie sector telecomunicatii,1,13,133,1330
133021,șef centru zonal intervenții radiorelee,sef centru zonal interventii radiorelee,1,13,133,1330
133022,șef centru zonal de intervenții translatare TV,sef centru zonal de interventii translatare tv,1,13,133,1330
133023,șef formație comunicații,sef formatie comunicatii,1,13,133,1330
133024,șef formație operațională telecomunicații,sef formatie operationala telecomunicatii,1,13,133,1330
133025,șef laborator măsurători telecomunicații,sef laborator masuratori telecomunicatii,1,13,133,1330
133026,șef laborator radioteleviziune,sef laborator radioteleviziune,1,13,133,1330
133027,șef laborator telecomunicații,sef laborator telecomunicatii,1,13,133,1330
133028,șef lot telecomunicații,sef lot telecomunicatii,1,13,133,1330
133029,șef rețea telecomunicații,sef retea telecomunicatii,1,13,133,1330
133030,șef serviciu control zonal comunicații,sef serviciu control zonal comunicatii,1,13,133,1330
133031,șef serviciu exploatare poștală,sef serviciu exploatare postala,1,13,133,1330
133032,șef serviciu informare zbor,sef serviciu informare zbor,1,13,133,1330
133033,șef serviciu navigație,sef serviciu navigatie,1,13,133,1330
133034,șef serviciu radiotelecomunicații,sef serviciu radiotelecomunicatii,1,13,133,1330
133035,șef stație comunicații prin satelit,sef statie comunicatii prin satelit,1,13,133,1330
133036,șef stație radiorelee,sef statie radiorelee,1,13,133,1330
133037,șef stație televiziune,sef statie televiziune,1,13,133,1330
133038,șef studio,sef studio,1,13,133,1330
133039,telefonist- șef,telefonist sef,1,13,133,1330
133040,telegrafist- șef,telegrafist sef,1,13,133,1330
133041,șef oficiu zonal poștă,sef oficiu zonal posta,1,13,133,1330
133042,șef oficiu special poștă,sef oficiu special posta,1,13,133,1330
133043,diriginte oficiu telecomunicații,diriginte oficiu telecomunicatii,1,13,133,1330
133044,șef turn telecomunicații,sef turn telecomunicatii,1,13,133,1330
133045,șef stație radiotelegrafie (RTG),sef statie radiotelegrafie rtg,1,13,133,1330
133046,șef Centru Național de Telecomunicații Aeronautice Aviație Civilă,sef centru national de telecomunicatii aeronautice aviatie civila,1,13,133,1330
133047,conducător întreprindere mică - patron (girant) în comunicații,conducator intreprindere mica patron girant in comunicatii,1,13,133,1330
134201,asistent medical șef,asistent medical sef,1,13,134,1342
134202,"biochimist șef secție, laborator",biochimist sef sectie laborator,1,13,134,1342
134203,"biolog șef secție, laborator",biolog sef sectie laborator,1,13,134,1342
134204,"chimist șef secție, laborator",chimist sef sectie laborator,1,13,134,1342
134205,"farmacist șef secție, laborator",farmacist sef sectie laborator,1,13,134,1342
134206,farmacist diriginte,farmacist diriginte,1,13,134,1342
134207,laborant medical șef,laborant medical sef,1,13,134,1342
134208,"medic- șef (policlinică, stație de salvare, centru de recoltare sânge)",medic sef policlinica statie de salvare centru de recoltare sange,1,13,134,1342
134209,"medic șef secție, laborator",medic sef sectie laborator,1,13,134,1342
134210,moașă-șefă,moasa sefa,1,13,134,1342
134211,oficiant medical șef,oficiant medical sef,1,13,134,1342
134212,"psiholog șef secție, laborator",psiholog sef sectie laborator,1,13,134,1342
134213,soră medicală șefă,sora medicala sefa,1,13,134,1342
134214,tehnician sanitar șef,tehnician sanitar sef,1,13,134,1342
134401,șef serviciu de reintegrare socială și supraveghere,sef serviciu de reintegrare sociala si supraveghere,1,13,134,1344
134402,conducător de întreprindere mică - patron (girant) în sănătate,conducator de intreprindere mica patron girant in sanatate,1,13,134,1344
134501,conducător tabără școlară,conducator tabara scolara,1,13,134,1345
134502,director unitate de învățământ,director unitate de invatamant,1,13,134,1345
134503,"secretar științific învățământ, cercetare",secretar stiintific invatamant cercetare,1,13,134,1345
134504,șef lectorat,sef lectorat,1,13,134,1345
134505,șef catedră,sef catedra,1,13,134,1345
134506,conducător de întreprindere mică - patron (girant) în învățământ,conducator de intreprindere mica patron girant in invatamant,1,13,134,1345
134507,director palate și cluburi ale elevilor,director palate si cluburi ale elevilor,1,13,134,1345
134508,director club sportiv școlar,director club sportiv scolar,1,13,134,1345
134601,șef serviciu/ șef birou asigurări,sef serviciu sef birou asigurari,1,13,134,1346
134602,șef serviciu/ șef birou daune,sef serviciu sef birou daune,1,13,134,1346
134901,șef expoziții și târguri,sef expozitii si targuri,1,13,134,1349
134902,șef vamă,sef vama,1,13,134,1349
134903,"inginer- șef întreprinderi de reparații obiecte de uz casnic, curățătorii și alte servicii pentru populație",inginer sef intreprinderi de reparatii obiecte de uz casnic curatatorii si alte servicii pentru populatie,1,13,134,1349
134904,"șef atelier reparații obiecte de uz casnic, curățătorii și alte servicii pentru populație",sef atelier reparatii obiecte de uz casnic curatatorii si alte servicii pentru populatie,1,13,134,1349
134905,șef centru reparații,sef centru reparatii,1,13,134,1349
134906,"șef centru dezinfecție, deratizare și dezinsecție",sef centru dezinfectie deratizare si dezinsectie,1,13,134,1349
134907,coordonator presă,coordonator presa,1,13,134,1349
134908,librar – șef,librar sef,1,13,134,1349
134909,conducător întreprindere mică - patron (girant) în prestări servicii,conducator intreprindere mica patron girant in prestari servicii,1,13,134,1349
134910,"redactor- șef presă, editură",redactor sef presa editura,1,13,134,1349
134911,"secretar general agenție presă, editură",secretar general agentie presa editura,1,13,134,1349
134912,secretar general redacție,secretar general redactie,1,13,134,1349
134913,"șef birou exploatare, coordonare presă",sef birou exploatare coordonare presa,1,13,134,1349
134914,șef birou redacție,sef birou redactie,1,13,134,1349
134915,șef birou relații unități presă,sef birou relatii unitati presa,1,13,134,1349
134916,șef oficiu juridic,sef oficiu juridic,1,13,134,1349
134917,"șef oficiu, serviciu, secție, redacție",sef oficiu serviciu sectie redactie,1,13,134,1349
134918,producător executiv TV,producator executiv tv,1,13,134,1349
134919,manager servicii private de securitate,manager servicii private de securitate,1,13,134,1349
134920,director departament securitate,director departament securitate,1,13,134,1349
134921,manager cultural,manager cultural,1,13,134,1349
141101,conducător întreprindere mică - patron (girant) în activitatea hotelieră și restaurante,conducator intreprindere mica patron girant in activitatea hoteliera si restaurante,1,14,141,1411
141102,șef complex hotelier,sef complex hotelier,1,14,141,1411
141103,șef unitate balneoclimaterică,sef unitate balneoclimaterica,1,14,141,1411
141104,administrator hotel,administrator hotel,1,14,141,1411
141105,director de hotel,director de hotel,1,14,141,1411
141106,director de motel,director de motel,1,14,141,1411
141107,director de hotel pentru tineret,director de hotel pentru tineret,1,14,141,1411
141108,director de camping,director de camping,1,14,141,1411
141109,director de sat de vacanță,director de sat de vacanta,1,14,141,1411
141110,director de popas turistic,director de popas turistic,1,14,141,1411
