cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
265403,instructor film,instructor film,2,26,265,2654
265404,instructor rețea cinematografică,instructor retea cinematografica,2,26,265,2654
265405,lector scenarii,lector scenarii,2,26,265,2654
265406,intermediarist film de desene animate (studii superioare),intermediarist film de desene animate studii superioare,2,26,265,2654
265407,stilizator film de desene animate (studii superioare),stilizator film de desene animate studii superioare,2,26,265,2654
265408,producător delegat film,producator delegat film,2,26,265,2654
265409,realizator emisiuni RTV,realizator emisiuni rtv,2,26,265,2654
265410,regizor artistic,regizor artistic,2,26,265,2654
265411,regizor emisie,regizor emisie,2,26,265,2654
265412,regizor studio,regizor studio,2,26,265,2654
265413,regizor sunet,regizor sunet,2,26,265,2654
265414,regizor tehnic,regizor tehnic,2,26,265,2654
265415,secretar șef producție film,secretar sef productie film,2,26,265,2654
265416,cazinou teatru,cazinou teatru,2,26,265,2654
265417,maestru artist circ,maestru artist circ,2,26,265,2654
265418,producător RTV (știri),producator rtv stiri,2,26,265,2654
265419,editor RTV (știri),editor rtv stiri,2,26,265,2654
265420,director imagine,director imagine,2,26,265,2654
265421,referent de specialitate selecție programe TV,referent de specialitate selectie programe tv,2,26,265,2654
265422,copywriter publicitate (studii superioare),copywriter publicitate studii superioare,2,26,265,2654
265423,mediaplanner,mediaplanner,2,26,265,2654
265424,producător delegat evenimente de marketing,producator delegat evenimente de marketing,2,26,265,2654
265425,redactor prezentator de televiziune,redactor prezentator de televiziune,2,26,265,2654
265426,animator film de animație (studii superioare),animator film de animatie studii superioare,2,26,265,2654
265427,director producție film,director productie film,2,26,265,2654
265428,coordonator producție film,coordonator productie film,2,26,265,2654
265429,asistent producție film,asistent productie film,2,26,265,2654
265430,producător audiovideo,producator audiovideo,2,26,265,2654
265431,editor coordonator programe TV,editor coordonator programe tv,2,26,265,2654
265432,director de creație,director de creatie,2,26,265,2654
265433,organizator producție (studii superioare),organizator productie studii superioare,2,26,265,2654
265434,scenograf,scenograf,2,26,265,2654
265435,asistent scenograf,asistent scenograf,2,26,265,2654
265436,videojurnalist (studii superioare),videojurnalist studii superioare,2,26,265,2654
265437,producător delegat pentru teatru,producator delegat pentru teatru,2,26,265,2654
265438,regizor culise,regizor culise,2,26,265,2654
265439,regizor scenă,regizor scena,2,26,265,2654
265440,secretar platou,secretar platou,2,26,265,2654
265441,producător delegat TV,producator delegat tv,2,26,265,2654
265442,producător TV,producator tv,2,26,265,2654
265443,producător teren (studii superioare),producator teren studii superioare,2,26,265,2654
265444,producător teren (studii medii),producator teren studii medii,2,26,265,2654
265445,maestru magician,maestru magician,2,26,265,2654
265501,actor,actor,2,26,265,2655
265502,actor mânuitor de păpuși,actor manuitor de papusi,2,26,265,2655
265503,artist circ,artist circ,2,26,265,2655
265601,prezentator (crainic) radio,prezentator crainic radio,2,26,265,2656
265602,prezentator (crainic) televiziune,prezentator crainic televiziune,2,26,265,2656
265901,acrobat,acrobat,2,26,265,2659
265902,clovn,clovn,2,26,265,2659
265903,magician,magician,2,26,265,2659
265904,hipnotizator,hipnotizator,2,26,265,2659
265905,trapezist,trapezist,2,26,265,2659
265906,cascador,cascador,2,26,265,2659
265907,figurant,figurant,2,26,265,2659
265908,dresor,dresor,2,26,265,2659
311101,laborant chimist,laborant chimist,3,31,311,3111
311102,tehnician chimist,tehnician chimist,3,31,311,3111
311103,laborant determinări fizico-mecanice,laborant determinari fizico mecanice,3,31,311,3111
311104,tehnician determinări fizico-mecanice,tehnician determinari fizico mecanice,3,31,311,3111
311105,laborant determinări geologice și geotehnice,laborant determinari geologice si geotehnice,3,31,311,3111
311106,laborant tehnică nucleară,laborant tehnica nucleara,3,31,311,3111
311107,tehnician meteorolog,tehnician meteorolog,3,31,311,3111
311108,tehnician geolog,tehnician geolog,3,31,311,3111
311109,tehnician hidrometru,tehnician hidrometru,3,31,311,3111
311110,"prospector - prospecții geologice, geofizice",prospector prospectii geologice geofizice,3,31,311,3111
311111,tehnician hidrolog,tehnician hidrolog,3,31,311,3111
311112,tehnician hidrogeolog,tehnician hidrogeolog,3,31,311,3111
311113,laborant operator centrale termice,laborant operator centrale termice,3,31,311,3111
311114,metrolog,metrolog,3,31,311,3111
311115,tehnician metrolog,tehnician metrolog,3,31,311,3111
311116,asistent fizică și chimie,asistent fizica si chimie,3,31,311,3111
311117,operator meteorolog,operator meteorolog,3,31,311,3111
311118,meteorolog aeronautic tehnician,meteorolog aeronautic tehnician,3,31,311,3111
311119,operator specialist curățare chimică la schimbătoarele de căldură cu plăci,operator specialist curatare chimica la schimbatoarele de caldura cu placi,3,31,311,3111
311120,tehnician în fizică,tehnician in fizica,3,31,311,3111
311201,"maistru construcții civile, industriale și agricole",maistru constructii civile industriale si agricole,3,31,311,3112
311202,maistru normator,maistru normator,3,31,311,3112
311203,tehnician constructor,tehnician constructor,3,31,311,3112
311204,tehnician hidroameliorații,tehnician hidroamelioratii,3,31,311,3112
311205,tehnician hidrotehnic,tehnician hidrotehnic,3,31,311,3112
311206,tehnician topometrist,tehnician topometrist,3,31,311,3112
311207,tehnician proiectant în construcții,tehnician proiectant in constructii,3,31,311,3112
311208,maistru instalator în construcții,maistru instalator in constructii,3,31,311,3112
311209,tehnician instalații în construcții,tehnician instalatii in constructii,3,31,311,3112
311210,diriginte șantier,diriginte santier,3,31,311,3112
311211,tehnician laborant pentru lucrări de drumuri și poduri,tehnician laborant pentru lucrari de drumuri si poduri,3,31,311,3112
311212,tehnician în industria materialelor de construcții,tehnician in industria materialelor de constructii,3,31,311,3112
311213,maistru în industria materialelor de construcții,maistru in industria materialelor de constructii,3,31,311,3112
311214,tehnician proiectant în industria materialelor de construcții,tehnician proiectant in industria materialelor de constructii,3,31,311,3112
311215,tehnician devize și măsurători în construcții,tehnician devize si masuratori in constructii,3,31,311,3112
311216,tehnician devizier,tehnician devizier,3,31,311,3112
311217,tehnician atașamentist,tehnician atasamentist,3,31,311,3112
311301,dispecer gestiune uraniu,dispecer gestiune uraniu,3,31,311,3113
311302,maistru electromecanic,maistru electromecanic,3,31,311,3113
311303,maistru energetician/ electrician,maistru energetician electrician,3,31,311,3113
311304,"tehnician electroenergetician, termoenergetician",tehnician electroenergetician termoenergetician,3,31,311,3113
311305,tehnician electromecanic,tehnician electromecanic,3,31,311,3113
311306,tehnician energetician/ electrician,tehnician energetician electrician,3,31,311,3113
311307,tehnician proiectant energetician/ electrician,tehnician proiectant energetician electrician,3,31,311,3113
311308,maistru electrician în construcții,maistru electrician in constructii,3,31,311,3113
311309,tehnician mentenanță electromecanică – automatică echipamente industriale,tehnician mentenanta electromecanica automatica echipamente industriale,3,31,311,3113
311310,șef/ șef adjunct tură stație electrică (studii medii),sef sef adjunct tura statie electrica studii medii,3,31,311,3113
311311,tehnician mentenanță turbine eoliene,tehnician mentenanta turbine eoliene,3,31,311,3113
311312,tehnician inspecții și reparații pale de turbine eoliene,tehnician inspectii si reparatii pale de turbine eoliene,3,31,311,3113
311313,tehnician instalare turbine eoliene,tehnician instalare turbine eoliene,3,31,311,3113
311401,maistru electronică,maistru electronica,3,31,311,3114
311402,tehnician electronică,tehnician electronica,3,31,311,3114
311403,tehnician proiectant electronică,tehnician proiectant electronica,3,31,311,3114
311501,maistru cazangerie,maistru cazangerie,3,31,311,3115
311502,maistru instalații navale,maistru instalatii navale,3,31,311,3115
311503,"maistru întreținere și reparații mașini - unelte, utilități, service, prototipuri",maistru intretinere si reparatii masini unelte utilitati service prototipuri,3,31,311,3115
311504,"maistru lăcătuș, construcții metalice",maistru lacatus constructii metalice,3,31,311,3115
311505,maistru lăcătuș mecanic,maistru lacatus mecanic,3,31,311,3115
311506,tehnician proiectant mecanic,tehnician proiectant mecanic,3,31,311,3115
311507,mecanic pentru întreținerea aparatelor de lansare la zbor,mecanic pentru intretinerea aparatelor de lansare la zbor,3,31,311,3115
311508,maistru mecanic,maistru mecanic,3,31,311,3115
311509,maistru mecanic auto,maistru mecanic auto,3,31,311,3115
311510,maistru mecanică agricolă,maistru mecanica agricola,3,31,311,3115
311511,maistru mecanică fină,maistru mecanica fina,3,31,311,3115
311512,maistru montaj,maistru montaj,3,31,311,3115
311513,maistru prelucrări mecanice,maistru prelucrari mecanice,3,31,311,3115
311514,maistru sculer – matrițer,maistru sculer matriter,3,31,311,3115
311515,maistru sudură,maistru sudura,3,31,311,3115
311516,tehnician construcții navale,tehnician constructii navale,3,31,311,3115
311517,tehnician instalații de bord (avion),tehnician instalatii de bord avion,3,31,311,3115
311518,tehnician mașini și utilaje,tehnician masini si utilaje,3,31,311,3115
311519,tehnician mecanic,tehnician mecanic,3,31,311,3115
311520,tehnician prelucrări mecanice,tehnician prelucrari mecanice,3,31,311,3115
311521,tehnician sudură,tehnician sudura,3,31,311,3115
311522,tehnician tehnolog mecanic,tehnician tehnolog mecanic,3,31,311,3115
311523,maistru mecanic mașini și utilaje pentru construcții,maistru mecanic masini si utilaje pentru constructii,3,31,311,3115
311524,tehnician mentenanță mecanică echipamente industriale,tehnician mentenanta mecanica echipamente industriale,3,31,311,3115
311525,tehnician încercări componente vehicule/ grup motopropulsor/ optimizare energetică/ sisteme de măsurare,tehnician incercari componente vehicule grup motopropulsor optimizare energetica sisteme de masurare,3,31,311,3115
311526,tehnician documentație studii,tehnician documentatie studii,3,31,311,3115
311527,tehnician prestații vehicule,tehnician prestatii vehicule,3,31,311,3115
311528,tehnician reglementări/ omologări oficiale,tehnician reglementari omologari oficiale,3,31,311,3115
311529,"tehnician/ tehnician responsabil afacere, metode implantare",tehnician tehnician responsabil afacere metode implantare,3,31,311,3115
311530,"tehnician/ tehnician responsabil afacere, metode gestiune mijloace și utilaje",tehnician tehnician responsabil afacere metode gestiune mijloace si utilaje,3,31,311,3115
311531,"tehnician/ tehnician responsabil afacere, metode pregătire de industrializare",tehnician tehnician responsabil afacere metode pregatire de industrializare,3,31,311,3115
311532,"tehnician/ tehnician responsabil afacere, metode logistică",tehnician tehnician responsabil afacere metode logistica,3,31,311,3115
311533,"tehnician/ tehnician responsabil afacere, metode organizarea și măsurarea muncii",tehnician tehnician responsabil afacere metode organizarea si masurarea muncii,3,31,311,3115
311534,maistru fabricarea armamentului,maistru fabricarea armamentului,3,31,311,3115
311535,inspector cu supravegherea și verificarea tehnică a instalațiilor,inspector cu supravegherea si verificarea tehnica a instalatiilor,3,31,311,3115
311536,inspector ISCIR,inspector iscir,3,31,311,3115
311537,tehnician mentenanță a sistemelor de poziționare dinamică,tehnician mentenanta a sistemelor de pozitionare dinamica,3,31,311,3115
311538,surveyor maritim,surveyor maritim,3,31,311,3115
311539,surveyor fluvial,surveyor fluvial,3,31,311,3115
311540,tehnician mecatronist,tehnician mecatronist,3,31,311,3115
311601,decontaminator,decontaminator,3,31,311,3116
311602,laborant apă și apă grea,laborant apa si apa grea,3,31,311,3116
311603,laborant control dozimetrie,laborant control dozimetrie,3,31,311,3116
311604,laborant petrolist/ industria chimică,laborant petrolist industria chimica,3,31,311,3116
311605,maistru petrolist/ industria chimică,maistru petrolist industria chimica,3,31,311,3116
311606,laborant apă potabilă,laborant apa potabila,3,31,311,3116
311607,tehnician petrolist chimie industrială,tehnician petrolist chimie industriala,3,31,311,3116
311608,laborant petrochimist,laborant petrochimist,3,31,311,3116
311609,maistru la fabricarea muniției,maistru la fabricarea munitiei,3,31,311,3116
311701,laborant structură macroscopică și microscopică,laborant structura macroscopica si microscopica,3,31,311,3117
311702,maistru metalurgie,maistru metalurgie,3,31,311,3117
311703,maistru minier,maistru minier,3,31,311,3117
311704,maistru presator metale,maistru presator metale,3,31,311,3117
311705,maistru termotehnist,maistru termotehnist,3,31,311,3117
311706,tehnician metalurgie,tehnician metalurgie,3,31,311,3117
311707,tehnician minier,tehnician minier,3,31,311,3117
311708,tehnician proiectant minier,tehnician proiectant minier,3,31,311,3117
311709,tehnician proiectant metalurg,tehnician proiectant metalurg,3,31,311,3117
311710,tehnician mineralurg,tehnician mineralurg,3,31,311,3117
311711,maistru mineralurg,maistru mineralurg,3,31,311,3117
311712,maistru termist - tratamentist,maistru termist tratamentist,3,31,311,3117
311713,probator hidraulic piese turnate,probator hidraulic piese turnate,3,31,311,3117
311801,desenator tehnic,desenator tehnic,3,31,311,3118
311802,trasator,trasator,3,31,311,3118
311803,desenator,desenator,3,31,311,3118
311804,topograf,topograf,3,31,311,3118
311805,trasator naval - desenator,trasator naval desenator,3,31,311,3118
311806,trasator optic,trasator optic,3,31,311,3118
311807,tehnician proiectant,tehnician proiectant,3,31,311,3118
311808,tehnician cadastru,tehnician cadastru,3,31,311,3118
311809,tehnician imprimare 3D,tehnician imprimare 3d,3,31,311,3118
311901,maistru în industria celulozei și hârtiei,maistru in industria celulozei si hartiei,3,31,311,3119
311902,maistru tipograf,maistru tipograf,3,31,311,3119
311903,paginator tipograf,paginator tipograf,3,31,311,3119
311904,"tehnician normare, salarizare, organizare",tehnician normare salarizare organizare,3,31,311,3119
311905,tehnician preț de cost,tehnician pret de cost,3,31,311,3119
311906,"tehnician programare, lansare, urmărirea producției",tehnician programare lansare urmarirea productiei,3,31,311,3119
311907,tehnician preț de revenire/ costuri,tehnician pret de revenire costuri,3,31,311,3119
311908,tehnician gestiune salarială,tehnician gestiune salariala,3,31,311,3119
311909,tehnician gestiunea producției,tehnician gestiunea productiei,3,31,311,3119
311910,tehnician gestiune stoc,tehnician gestiune stoc,3,31,311,3119
311911,"maistru în industriile textilă, pielărie",maistru in industriile textila pielarie,3,31,311,3119
311912,tehnician în industria confecțiilor din piele și înlocuitori,tehnician in industria confectiilor din piele si inlocuitori,3,31,311,3119
311913,tehnician în industria confecțiilor și tricotajelor,tehnician in industria confectiilor si tricotajelor,3,31,311,3119
311914,tehnician în industria încălțămintei,tehnician in industria incaltamintei,3,31,311,3119
311915,tehnician în industria pielăriei,tehnician in industria pielariei,3,31,311,3119
311916,tehnician în industria textilă,tehnician in industria textila,3,31,311,3119
311917,"tehnician proiectant textile, pielărie",tehnician proiectant textile pielarie,3,31,311,3119
311918,"laborant în industriile textilă, pielărie",laborant in industriile textila pielarie,3,31,311,3119
311919,șef formație industria confecțiilor îmbrăcăminte,sef formatie industria confectiilor imbracaminte,3,31,311,3119
311920,tehnician platou,tehnician platou,3,31,311,3119
311921,tehnician în industria sticlei și ceramicii,tehnician in industria sticlei si ceramicii,3,31,311,3119
311922,maistru în industria sticlei și ceramicii,maistru in industria sticlei si ceramicii,3,31,311,3119
311923,maistru frigotehnist,maistru frigotehnist,3,31,311,3119
311924,tehnician frigotehnist,tehnician frigotehnist,3,31,311,3119
311925,tehnician în industria alimentară,tehnician in industria alimentara,3,31,311,3119
311926,tehnician laborant analize produse alimentare,tehnician laborant analize produse alimentare,3,31,311,3119
311927,tehnician în industria alimentară extractivă,tehnician in industria alimentara extractiva,3,31,311,3119
311928,tehnician în industria alimentară fermentativă,tehnician in industria alimentara fermentativa,3,31,311,3119
311929,"tehnician în industria cărnii, laptelui și conservelor",tehnician in industria carnii laptelui si conservelor,3,31,311,3119
311930,tehnician în morărit și panificație,tehnician in morarit si panificatie,3,31,311,3119
311931,tehnician proiectant în industria alimentară,tehnician proiectant in industria alimentara,3,31,311,3119
311932,maistru în industria alimentară,maistru in industria alimentara,3,31,311,3119
311933,tehnolog alimentație publică,tehnolog alimentatie publica,3,31,311,3119
311934,operator control nedistructiv,operator control nedistructiv,3,31,311,3119
311935,operator control nedistructiv cu radiații penetrante,operator control nedistructiv cu radiatii penetrante,3,31,311,3119
311936,operator control nedistructiv cu ultrasunete,operator control nedistructiv cu ultrasunete,3,31,311,3119
311937,operator control nedistructiv cu lichide penetrante,operator control nedistructiv cu lichide penetrante,3,31,311,3119
311938,operator control nedistructiv cu particule magnetice,operator control nedistructiv cu particule magnetice,3,31,311,3119
311939,operator control nedistructiv cu curenți turbionari,operator control nedistructiv cu curenti turbionari,3,31,311,3119
311940,operator control nedistructiv pentru verificarea etanșeității,operator control nedistructiv pentru verificarea etanseitatii,3,31,311,3119
311941,operator responsabil cu supravegherea tehnică a instalațiilor,operator responsabil cu supravegherea tehnica a instalatiilor,3,31,311,3119
311942,laborant pentru fabrica de ciment,laborant pentru fabrica de ciment,3,31,311,3119
311943,operator control nedistructiv pentru examinare vizuală,operator control nedistructiv pentru examinare vizuala,3,31,311,3119
311944,creator/conceptor articole vestimentare,creator conceptor articole vestimentare,3,31,311,3119
312101,"măsurător de gaze, temperatură și radiații",masurator de gaze temperatura si radiatii,3,31,312,3121
312102,controlor de producție la minele de aur nativ,controlor de productie la minele de aur nativ,3,31,312,3121
312103,salvator minier,salvator minier,3,31,312,3121
312201,controlor calitate după efectuarea probelor la armament și muniție,controlor calitate dupa efectuarea probelor la armament si munitie,3,31,312,3122
312202,controlor calitate pentru execuția elementelor la armament și muniție,controlor calitate pentru executia elementelor la armament si munitie,3,31,312,3122
312203,controlor de calitate la protejări metalice,controlor de calitate la protejari metalice,3,31,312,3122
313101,operator la instalațiile din centrale electrice,operator la instalatiile din centrale electrice,3,31,313,3131
313102,mașinist la instalațiile din centrale electrice,masinist la instalatiile din centrale electrice,3,31,313,3131
313103,operator la instalațiile de cazane din centrale electrice,operator la instalatiile de cazane din centrale electrice,3,31,313,3131
313104,operator la instalațiile de turbine cu abur sau gaze,operator la instalatiile de turbine cu abur sau gaze,3,31,313,3131
313105,operator la camera de comandă termică,operator la camera de comanda termica,3,31,313,3131
313106,mașinist la instalațiile hidrotehnice din centrale electrice,masinist la instalatiile hidrotehnice din centrale electrice,3,31,313,3131
313107,mașinist la instalațiile de turbine hidraulice,masinist la instalatiile de turbine hidraulice,3,31,313,3131
313108,mașinist la centrale diesel,masinist la centrale diesel,3,31,313,3131
313109,operator punct termic,operator punct termic,3,31,313,3131
313110,operator centrală termică,operator centrala termica,3,31,313,3131
313111,automatist pentru supraveghere și întreținere cazane,automatist pentru supraveghere si intretinere cazane,3,31,313,3131
313113,operator surse regenerabile de energie,operator surse regenerabile de energie,3,31,313,3131
313114,operator în centrale hidroelectrice,operator in centrale hidroelectrice,3,31,313,3131
313201,operator la instalații de incinerare,operator la instalatii de incinerare,3,31,313,3132
313202,operator hidraulic în alimentările cu apă,operator hidraulic in alimentarile cu apa,3,31,313,3132
313203,operator circuite rețea apă,operator circuite retea apa,3,31,313,3132
313204,mașinist la condiționarea aerului,masinist la conditionarea aerului,3,31,313,3132
313205,operator la tratarea apei tehnologice,operator la tratarea apei tehnologice,3,31,313,3132
313206,operator mașini refrigeratoare (conservare prin frig),operator masini refrigeratoare conservare prin frig,3,31,313,3132
313401,operator chimist la chimizarea metanului,operator chimist la chimizarea metanului,3,31,313,3134
313402,rafinor,rafinor,3,31,313,3134
313403,distilator la prelucrarea țițeiului,distilator la prelucrarea titeiului,3,31,313,3134
313404,operator instalații îmbuteliere gaz petrol lichefiat,operator instalatii imbuteliere gaz petrol lichefiat,3,31,313,3134
313901,maistru-operator la roboți industriali,maistru operator la roboti industriali,3,31,313,3139
313902,tehnician-operator la roboți industriali,tehnician operator la roboti industriali,3,31,313,3139
313903,tehnician în industria celulozei și hârtiei,tehnician in industria celulozei si hartiei,3,31,313,3139
313904,controlor de conformitate în industria de mașini,controlor de conformitate in industria de masini,3,31,313,3139
313905,tehnician asigurarea calității,tehnician asigurarea calitatii,3,31,313,3139
313906,tehnician analist calitate,tehnician analist calitate,3,31,313,3139
313907,tehnician cotator calitate,tehnician cotator calitate,3,31,313,3139
313908,operator echipamente de termografie,operator echipamente de termografie,3,31,313,3139
314101,tehnician în bacteriologie,tehnician in bacteriologie,3,31,314,3141
314102,tehnician în biochimie,tehnician in biochimie,3,31,314,3141
314103,tehnician în hematologie,tehnician in hematologie,3,31,314,3141
314104,tehnician în serologie,tehnician in serologie,3,31,314,3141
314105,tehnician în biologie,tehnician in biologie,3,31,314,3141
314106,tehnician în protecția mediului (tehnician ecolog),tehnician in protectia mediului tehnician ecolog,3,31,314,3141
314107,evaluator și auditor de mediu,evaluator si auditor de mediu,3,31,314,3141
314201,tehnician agronom – cercetare,tehnician agronom cercetare,3,31,314,3142
314202,tehnician zootehnist - cercetare,tehnician zootehnist cercetare,3,31,314,3142
314203,tehnician pedolog,tehnician pedolog,3,31,314,3142
314204,operator însămânțări artificiale la animale,operator insamantari artificiale la animale,3,31,314,3142
314205,operator în ferme ecologice mixte,operator in ferme ecologice mixte,3,31,314,3142
314206,clasificator carcase,clasificator carcase,3,31,314,3142
314301,tehnician în industrializarea lemnului,tehnician in industrializarea lemnului,3,31,314,3143
314302,tehnician proiectant în industrializarea lemnului,tehnician proiectant in industrializarea lemnului,3,31,314,3143
314303,maistru în industrializarea lemnului,maistru in industrializarea lemnului,3,31,314,3143
314304,tehnician silvic-cercetare,tehnician silvic cercetare,3,31,314,3143
314305,tehnician în reconstrucția ecologică,tehnician in reconstructia ecologica,3,31,314,3143
314306,tehnician cadastru forestier,tehnician cadastru forestier,3,31,314,3143
314307,tehnician amenajist,tehnician amenajist,3,31,314,3143
314308,tehnician proiectant în reconstrucția ecologică,tehnician proiectant in reconstructia ecologica,3,31,314,3143
314309,maistru silvic,maistru silvic,3,31,314,3143
314310,brigadier silvic,brigadier silvic,3,31,314,3143
314311,pădurar,padurar,3,31,314,3143
314488,inspector suprastructuri mobile mărfuri periculoase,inspector suprastructuri mobile marfuri periculoase,3,31,314,3144
315101,ofițer ajutor fluvial/ portuar,ofiter ajutor fluvial portuar,3,31,315,3151
315102,ofițer RTG,ofiter rtg,3,31,315,3151
315103,ofițer electrician fluvial/ portuar,ofiter electrician fluvial portuar,3,31,315,3151
315107,ajutor ofițer mecanic fluvial,ajutor ofiter mecanic fluvial,3,31,315,3151
315201,căpitan fluvial,capitan fluvial,3,31,315,3152
315202,căpitan port,capitan port,3,31,315,3152
315203,ofițer intendent,ofiter intendent,3,31,315,3152
315204,ofițer port,ofiter port,3,31,315,3152
315205,ofițer de punte fluvial/ portuar,ofiter de punte fluvial portuar,3,31,315,3152
315206,pilot de Dunăre maritimă,pilot de dunare maritima,3,31,315,3152
315207,șef echipaj maritim/ fluvial,sef echipaj maritim fluvial,3,31,315,3152
315208,"pilot de mare largă, pilot de port maritim",pilot de mare larga pilot de port maritim,3,31,315,3152
315209,dragor maritim/ fluvial,dragor maritim fluvial,3,31,315,3152
315210,pilot de port maritim aspirant/ pilot de Dunăre aspirant,pilot de port maritim aspirant pilot de dunare aspirant,3,31,315,3152
315212,ofițer de punte maritim aspirant/ ofițer mecanic maritim aspirant/ ofițer electrician maritim aspirant,ofiter de punte maritim aspirant ofiter mecanic maritim aspirant ofiter electrician maritim aspirant,3,31,315,3152
315301,comandant detașament zbor,comandant detasament zbor,3,31,315,3153
315302,comandant însoțitor de bord,comandant insotitor de bord,3,31,315,3153
315303,copilot,copilot,3,31,315,3153
315304,inspector pilotaj,inspector pilotaj,3,31,315,3153
315305,mecanic navigant aviație,mecanic navigant aviatie,3,31,315,3153
315306,pilot aeronave,pilot aeronave,3,31,315,3153
315307,pilot comandant avion,pilot comandant avion,3,31,315,3153
315308,pilot încercare,pilot incercare,3,31,315,3153
315309,pilot recepție și control aeronave,pilot receptie si control aeronave,3,31,315,3153
315310,parașutist recepție și control,parasutist receptie si control,3,31,315,3153
315311,parașutist încercător,parasutist incercator,3,31,315,3153
315312,pilot parașutism încercător,pilot parasutism incercator,3,31,315,3153
315313,pilot instructor aeronave,pilot instructor aeronave,3,31,315,3153
315314,instructor parașutism,instructor parasutism,3,31,315,3153
315315,mecanic navigant instructor,mecanic navigant instructor,3,31,315,3153
315316,maistru aviație,maistru aviatie,3,31,315,3153
315317,tehnician aviație,tehnician aviatie,3,31,315,3153
315401,controlor dirijare nonradar,controlor dirijare nonradar,3,31,315,3154
315402,controlor sol,controlor sol,3,31,315,3154
315403,controlor trafic aviația civilă,controlor trafic aviatia civila,3,31,315,3154
315404,dispecer sol,dispecer sol,3,31,315,3154
315405,navigator dirijare radar,navigator dirijare radar,3,31,315,3154
315406,navigator aviația civilă,navigator aviatia civila,3,31,315,3154
315407,navigator dirijare nonradar,navigator dirijare nonradar,3,31,315,3154
315408,navigator dirijare zbor,navigator dirijare zbor,3,31,315,3154
315409,navigator instructor dirijare radar și nonradar,navigator instructor dirijare radar si nonradar,3,31,315,3154
315410,navigator sol,navigator sol,3,31,315,3154
315411,operator radar,operator radar,3,31,315,3154
315412,operator radiotelecomunicații aeronautice,operator radiotelecomunicatii aeronautice,3,31,315,3154
315413,controlor trafic aerian dirijare nonradar,controlor trafic aerian dirijare nonradar,3,31,315,3154
315414,controlor trafic aerian dirijare radar,controlor trafic aerian dirijare radar,3,31,315,3154
315415,controlor trafic aerian informare,controlor trafic aerian informare,3,31,315,3154
315416,navigator informare,navigator informare,3,31,315,3154
315417,operator/ specialist/ instructor telecomunicații aeronautice aviație civilă,operator specialist instructor telecomunicatii aeronautice aviatie civila,3,31,315,3154
315418,șef tură telecomunicații aeronautice aviație civilă,sef tura telecomunicatii aeronautice aviatie civila,3,31,315,3154
315419,controlor trafic aerian (simulator trafic aerian),controlor trafic aerian simulator trafic aerian,3,31,315,3154
315420,navigator instructor informare,navigator instructor informare,3,31,315,3154
315501,agent salvare aeroportuară și instalații de stins incendii,agent salvare aeroportuara si instalatii de stins incendii,3,31,315,3155
315502,mașinist agregate aerodrom,masinist agregate aerodrom,3,31,315,3155
315503,operator instalații control antiterorist/ antideturnare,operator instalatii control antiterorist antideturnare,3,31,315,3155
315504,operator radionavigant aviație,operator radionavigant aviatie,3,31,315,3155
315505,operator radionavigant instructor aviație,operator radionavigant instructor aviatie,3,31,315,3155
315506,tehnician securitate aeriană,tehnician securitate aeriana,3,31,315,3155
315507,operator de handling,operator de handling,3,31,315,3155
315508,inspector siguranță operațională,inspector siguranta operationala,3,31,315,3155
315509,agent de securitate aeroportuară,agent de securitate aeroportuara,3,31,315,3155
315510,dispecer operațiuni de zbor,dispecer operatiuni de zbor,3,31,315,3155
315511,referent/ inspector în serviciile de trafic aerian,referent inspector in serviciile de trafic aerian,3,31,315,3155
315512,operator dispecerat operațional de supraveghere în serviciile de trafic aerian,operator dispecerat operational de supraveghere in serviciile de trafic aerian,3,31,315,3155
315513,"tehnician protecția navigației aeriene (comunicații, navigație, supraveghere)",tehnician protectia navigatiei aeriene comunicatii navigatie supraveghere,3,31,315,3155
315514,"maistru protecția navigației aeriene (comunicații, navigație, supraveghere)",maistru protectia navigatiei aeriene comunicatii navigatie supraveghere,3,31,315,3155
315515,"șef tură protecția navigației aeriene (comunicații, navigație, supraveghere)",sef tura protectia navigatiei aeriene comunicatii navigatie supraveghere,3,31,315,3155
315516,tehnician în serviciile de trafic aerian,tehnician in serviciile de trafic aerian,3,31,315,3155
315517,operator de handling combustibil,operator de handling combustibil,3,31,315,3155
321101,maistru aparate electromedicale,maistru aparate electromedicale,3,32,321,3211
321102,tehnician aparate electromedicale,tehnician aparate electromedicale,3,32,321,3211
321201,autopsier,autopsier,3,32,321,3212
321301,asistent farmacist,asistent farmacist,3,32,321,3213
321302,laborant farmacie,laborant farmacie,3,32,321,3213
321303,asistent medical de farmacie,asistent medical de farmacie,3,32,321,3213
321401,tehnician protezist – ortezist,tehnician protezist ortezist,3,32,321,3214
321402,tehnician acustician – audioprotezist,tehnician acustician audioprotezist,3,32,321,3214
321403,"tehnician evaluare, recomandare, furnizare și adaptare fotolii rulante",tehnician evaluare recomandare furnizare si adaptare fotolii rulante,3,32,321,3214
322101,laborant în ocrotirea sănătății,laborant in ocrotirea sanatatii,3,32,322,3221
322102,soră medicală,sora medicala,3,32,322,3221
322201,asistentă puericultoare,asistenta puericultoare,3,32,322,3222
324001,agent veterinar,agent veterinar,3,32,324,3240
324002,asistent veterinar,asistent veterinar,3,32,324,3240
